1.00
1.00
1.00
1.00
0.00
1.00
0.00
0.00
1.00
0.47
1.00
1.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
1.00
0.00
1.00
1.00
0.00
0.00
1.00
1.00
0.00
0.00
0.00
0.28
1.00
1.00
1.00
0.91
1.00
0.00
0.00
1.00
0.00
0.00
1.00
1.00
1.00
1.00
0.00
0.00
0.00
1.00
0.00
1.00
1.00
1.00
0.00
1.00
1.00
1.00
1.00
0.00
1.00
0.00
1.00
1.00
0.00
1.00
0.00
0.00
0.00
0.00
1.00
1.00
1.00
0.00
0.16
0.00
0.00
0.00
1.00
0.00
0.00
1.00
1.00
1.00
1.00
1.00
0.00
0.00
1.00
0.00
0.00
0.01
1.00
0.00
0.00
1.00
1.00
0.00
0.00
1.00
1.00
0.00
1.00
1.00
1.00
0.00
1.00
1.00
1.00
1.00
0.00
0.00
0.00
0.00
1.00
1.00
0.01
1.00
0.00
0.00
1.00
0.00
1.00
0.00
1.00
0.00
0.00
1.00
0.00
0.00
0.99
1.00
0.71
0.00
1.00
1.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
1.00
1.00
0.00
